loyalty_number,province,gender,education,salary,marital_status,loyalty_card,customer_lifetime_value,enrollment_type,total_flights,engagement_status,lifespan,enrollment_date
717232,Quebec,Male,Bachelor,70674.0,Divorced,Aurora,5794.68,Standard,61,Engaged,5,2013-02-01
717250,Ontario,Female,Bachelor,66856.0,Married,Aurora,10552.17,Standard,38,Engaged,0,2018-06-01
717308,British Columbia,Male,Bachelor,78464.0,Married,Star,7712.44,Standard,39,Engaged,4,2014-06-01
717359,Quebec,Male,College,66801.5,Single,Nova,14666.23,Standard,13,Disengaged,0,2018-08-01
717407,British Columbia,Female,Master,105487.0,Divorced,Nova,7805.31,Standard,41,Engaged,6,2012-12-01
717459,British Columbia,Female,Bachelor,95365.0,Divorced,Star,8828.83,Standard,33,Engaged,5,2013-04-01
717521,British Columbia,Male,Bachelor,77603.0,Married,Star,12913.5,Standard,39,Engaged,3,2015-07-01
717565,Ontario,Male,Bachelor,84929.0,Married,Star,3417.95,Standard,52,Engaged,6,2012-07-01
717632,Nova Scotia,Male,High School or Below,58214.0,Married,Nova,32144.65,Standard,37,Engaged,2,2016-08-01
717660,British Columbia,Male,College,66801.5,Single,Star,4293.01,Standard,26,Engaged,3,2015-03-01
717700,British Columbia,Female,Bachelor,62093.0,Married,Star,4315.79,Standard,49,Engaged,3,2015-09-01
717780,Ontario,Female,Bachelor,88516.0,Married,Nova,2796.8,Standard,34,Engaged,2,2016-06-01
717806,Ontario,Male,College,66801.5,Married,Star,4652.91,Standard,29,Engaged,3,2015-12-01
717891,British Columbia,Female,College,67178.0,Single,Aurora,12324.27,Standard,42,Engaged,2,2016-04-01
718029,British Columbia,Female,Bachelor,54938.0,Married,Nova,5068.26,Standard,50,Engaged,6,2012-06-01
718031,Ontario,Female,College,67178.0,Single,Nova,4639.04,Standard,36,Engaged,6,2012-09-01
718199,Ontario,Female,College,67178.0,Single,Aurora,7627.03,Standard,4,Disengaged,0,2018-06-01
718227,Quebec,Female,College,67178.0,Single,Star,24238.66,Standard,21,Engaged,6,2012-08-01
718409,Ontario,Female,College,67178.0,Divorced,Aurora,6039.02,Standard,39,Engaged,6,2012-12-01
718454,Alberta,Female,Bachelor,72378.0,Divorced,Nova,8415.68,Standard,2,Disengaged,0,2018-07-01
718491,Quebec,Female,Bachelor,87908.0,Divorced,Star,27279.34,Standard,17,Disengaged,1,2017-11-01
718516,New Brunswick,Female,Bachelor,81078.0,Divorced,Nova,8481.31,Standard,26,Engaged,1,2017-08-01
718655,Ontario,Male,Bachelor,38626.0,Married,Star,2452.74,2018 Promotion,37,Engaged,0,2018-04-01
718745,British Columbia,Male,College,66801.5,Single,Star,9295.41,Standard,37,Engaged,2,2016-12-01
718752,Ontario,Male,College,66801.5,Single,Nova,21404.36,Standard,42,Engaged,3,2015-11-01
718764,Ontario,Female,College,67178.0,Single,Nova,8276.44,Standard,54,Engaged,3,2015-12-01
718887,Quebec,Male,College,66801.5,Single,Nova,4734.26,Standard,40,Engaged,4,2014-03-01
718962,Ontario,Male,Bachelor,95520.0,Married,Star,2535.27,Standard,36,Engaged,2,2016-04-01
718972,Ontario,Female,Doctor,208684.0,Divorced,Nova,13599.92,Standard,37,Engaged,4,2014-04-01
719135,British Columbia,Female,Master,81765.0,Single,Star,25464.82,Standard,39,Engaged,5,2013-09-01
719192,British Columbia,Female,Bachelor,92794.0,Married,Aurora,5459.22,Standard,41,Engaged,4,2014-02-01
719213,British Columbia,Male,Bachelor,84400.0,Divorced,Aurora,6333.03,Standard,43,Engaged,5,2013-11-01
719242,Quebec,Female,Bachelor,78988.0,Single,Star,2435.15,Standard,42,Engaged,2,2016-07-01
719300,Ontario,Male,Bachelor,47952.0,Married,Aurora,25002.02,Standard,7,Disengaged,0,2018-05-01
719383,Nova Scotia,Female,Bachelor,83735.0,Married,Nova,5028.58,Standard,40,Engaged,5,2013-03-01
719576,Manitoba,Female,Bachelor,58372.0,Divorced,Nova,3549.02,Standard,12,Disengaged,0,2018-06-01
719633,British Columbia,Male,Bachelor,52109.0,Divorced,Star,4250.78,Standard,0,Disengaged,2,2016-12-01
719673,Ontario,Female,High School or Below,71398.0,Married,Nova,4517.91,Standard,41,Engaged,6,2012-12-01
719706,Quebec,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,23,Engaged,5,2013-05-01
719719,Nova Scotia,Male,College,66801.5,Married,Star,5028.74,Standard,9,Disengaged,0,2018-06-01
719736,Ontario,Female,Bachelor,76456.0,Married,Aurora,14435.67,Standard,44,Engaged,4,2014-04-01
719824,Quebec,Female,Bachelor,85168.0,Married,Star,24610.78,Standard,36,Engaged,5,2013-12-01
719850,Ontario,Male,Bachelor,80002.0,Married,Nova,14226.5,Standard,0,Disengaged,6,2012-10-01
720007,British Columbia,Male,College,66801.5,Single,Star,4697.15,Standard,30,Engaged,6,2012-12-01
720079,British Columbia,Female,Bachelor,57510.0,Single,Star,2574.02,Standard,28,Engaged,1,2017-05-01
720131,British Columbia,Female,Bachelor,96550.0,Married,Aurora,12280.77,Standard,2,Disengaged,0,2018-11-01
720146,Quebec,Male,Bachelor,82347.0,Married,Nova,5332.46,Standard,35,Engaged,0,2018-06-01
720178,British Columbia,Male,Doctor,256370.0,Married,Star,2648.47,Standard,0,Disengaged,6,2012-04-01
720197,Ontario,Female,College,67178.0,Single,Nova,7577.07,Standard,35,Engaged,5,2013-10-01
720465,Quebec,Female,Master,88120.0,Married,Nova,5505.17,Standard,26,Engaged,5,2013-01-01
720514,Alberta,Female,Bachelor,72809.0,Married,Nova,4165.17,Standard,48,Engaged,6,2012-09-01
720557,Quebec,Male,Bachelor,102525.0,Married,Nova,10110.96,Standard,36,Engaged,2,2016-06-01
720626,British Columbia,Female,College,67178.0,Divorced,Star,3664.22,2018 Promotion,53,Engaged,0,2018-02-01
720765,Ontario,Female,Bachelor,70152.0,Single,Star,2665.45,Standard,33,Engaged,3,2015-12-01
720939,Quebec,Female,College,67178.0,Married,Star,21423.64,Standard,51,Engaged,2,2016-05-01
721088,Ontario,Female,Bachelor,79181.0,Married,Star,5363.53,Standard,32,Engaged,1,2017-04-01
721225,Quebec,Female,Bachelor,74702.0,Divorced,Nova,3498.77,Standard,35,Engaged,3,2015-10-01
721300,Quebec,Male,Bachelor,70816.0,Single,Nova,8736.5,Standard,37,Engaged,2,2016-11-01
721364,Ontario,Male,Bachelor,81518.0,Divorced,Nova,5548.03,Standard,0,Disengaged,6,2012-12-01
721366,British Columbia,Male,Bachelor,56388.0,Divorced,Nova,20215.39,2018 Promotion,56,Engaged,0,2018-04-01
721372,Alberta,Male,Bachelor,80002.0,Married,Nova,14226.5,Standard,41,Engaged,3,2015-12-01
721377,British Columbia,Male,College,66801.5,Single,Star,2224.09,Standard,45,Engaged,4,2014-12-01
721406,Quebec,Male,Bachelor,67210.0,Married,Aurora,13995.69,Standard,27,Engaged,6,2012-05-01
721423,Quebec,Female,College,67178.0,Single,Star,3455.17,Standard,45,Engaged,6,2012-09-01
721437,Quebec,Female,College,67178.0,Married,Star,2396.22,Standard,24,Engaged,1,2017-08-01
721438,Quebec,Male,Bachelor,88425.0,Single,Nova,4045.34,Standard,43,Engaged,2,2016-05-01
721494,British Columbia,Female,Bachelor,99850.0,Single,Aurora,20395.97,Standard,17,Disengaged,1,2017-09-01
721664,Ontario,Male,Bachelor,78636.0,Married,Star,2472.47,Standard,44,Engaged,2,2016-05-01
721688,Ontario,Male,Bachelor,69696.0,Single,Star,11009.13,Standard,37,Engaged,3,2015-04-01
721707,Quebec,Male,College,66801.5,Married,Star,15102.23,Standard,49,Engaged,5,2013-01-01
721713,Ontario,Female,College,67178.0,Single,Nova,8324.23,Standard,17,Disengaged,3,2015-12-01
721786,Ontario,Male,Bachelor,47379.0,Married,Aurora,6645.93,Standard,40,Engaged,1,2017-01-01
721973,Ontario,Female,College,67178.0,Single,Aurora,11905.07,Standard,39,Engaged,4,2014-09-01
721984,New Brunswick,Male,Bachelor,59500.0,Married,Star,4558.97,Standard,34,Engaged,1,2017-03-01
722003,Ontario,Female,Doctor,125167.0,Divorced,Aurora,13736.13,Standard,33,Engaged,2,2016-10-01
722089,Quebec,Male,Bachelor,89932.0,Married,Star,2569.69,Standard,31,Engaged,1,2017-06-01
722120,Ontario,Female,College,67178.0,Single,Nova,11274.91,Standard,31,Engaged,2,2016-07-01
722154,Alberta,Male,Bachelor,58809.0,Married,Star,7703.4,Standard,0,Disengaged,0,2018-09-01
722169,British Columbia,Male,High School or Below,39426.0,Married,Star,2620.6,Standard,41,Engaged,4,2014-08-01
722324,British Columbia,Female,Bachelor,58751.0,Married,Nova,5923.21,Standard,39,Engaged,5,2013-10-01
722368,Saskatchewan,Male,Bachelor,96550.0,Married,Nova,12280.77,Standard,44,Engaged,4,2014-03-01
722399,Saskatchewan,Female,College,67178.0,Single,Star,2485.89,Standard,34,Engaged,5,2013-05-01
722518,British Columbia,Female,Bachelor,61836.0,Married,Star,2956.36,Standard,30,Engaged,1,2017-01-01
722538,Ontario,Female,Bachelor,47453.0,Married,Nova,3311.16,Standard,44,Engaged,2,2016-11-01
722566,Quebec,Female,Bachelor,53268.0,Married,Nova,4723.45,Standard,54,Engaged,4,2014-07-01
722629,Quebec,Male,Bachelor,81290.0,Married,Star,4757.24,Standard,46,Engaged,3,2015-05-01
722976,British Columbia,Female,High School or Below,53315.0,Married,Star,4617.39,Standard,28,Engaged,2,2016-10-01
722988,New Brunswick,Female,Bachelor,79054.0,Divorced,Star,2941.83,Standard,31,Engaged,5,2013-03-01
723015,Ontario,Female,High School or Below,52471.0,Married,Aurora,7259.33,Standard,46,Engaged,3,2015-07-01
723055,Nova Scotia,Female,Bachelor,59278.0,Married,Star,4864.53,Standard,41,Engaged,6,2012-07-01
723061,Ontario,Male,College,66801.5,Single,Nova,6081.05,Standard,61,Engaged,3,2015-07-01
723091,Manitoba,Female,College,67178.0,Married,Star,6237.51,Standard,33,Engaged,2,2016-12-01
723112,British Columbia,Female,Bachelor,75383.0,Married,Aurora,7288.3,Standard,46,Engaged,4,2014-04-01
723186,Quebec,Female,Bachelor,97030.0,Divorced,Aurora,5757.44,Standard,37,Engaged,1,2017-03-01
723208,British Columbia,Female,Doctor,157654.0,Married,Star,2590.21,Standard,9,Disengaged,0,2018-07-01
723262,Alberta,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,5,Disengaged,0,2018-10-01
723298,British Columbia,Male,Bachelor,83099.0,Divorced,Star,7553.23,Standard,33,Engaged,5,2013-09-01
723347,British Columbia,Male,College,66801.5,Married,Star,7713.82,Standard,32,Engaged,1,2017-04-01
723438,Ontario,Female,Bachelor,56307.0,Single,Aurora,7375.57,Standard,1,Disengaged,0,2018-11-01
723457,Quebec,Female,College,67178.0,Single,Star,6650.46,2018 Promotion,39,Engaged,0,2018-02-01
723476,Saskatchewan,Male,Bachelor,67095.0,Married,Star,7469.56,Standard,38,Engaged,3,2015-01-01
723591,Saskatchewan,Female,Bachelor,53155.0,Married,Star,2693.66,Standard,38,Engaged,4,2014-10-01
723672,Quebec,Male,College,66801.5,Single,Nova,6305.93,Standard,37,Engaged,3,2015-11-01
723691,British Columbia,Male,Bachelor,68792.0,Married,Star,18380.39,Standard,46,Engaged,2,2016-08-01
723707,British Columbia,Male,Bachelor,94010.0,Married,Aurora,6883.69,Standard,12,Disengaged,0,2018-05-01
723715,Ontario,Male,Bachelor,63769.0,Married,Nova,6008.18,Standard,7,Disengaged,0,2018-07-01
723820,British Columbia,Female,Bachelor,88350.0,Divorced,Nova,6514.43,Standard,28,Engaged,1,2017-09-01
723912,British Columbia,Female,College,67178.0,Single,Aurora,9780.85,2018 Promotion,75,Engaged,0,2018-02-01
723968,Nova Scotia,Female,Bachelor,85168.0,Married,Star,24610.78,Standard,22,Engaged,1,2017-04-01
723969,Quebec,Male,College,66801.5,Married,Nova,2856.95,Standard,0,Disengaged,0,2018-11-01
723978,Quebec,Male,Bachelor,59181.0,Divorced,Nova,3499.14,Standard,50,Engaged,4,2014-12-01
724028,Ontario,Male,Bachelor,50311.0,Married,Star,2754.46,Standard,25,Engaged,1,2017-06-01
724033,Quebec,Female,College,67178.0,Divorced,Nova,3261.02,Standard,29,Engaged,1,2017-02-01
724071,Quebec,Male,Bachelor,27569.0,Single,Nova,5704.68,2018 Promotion,65,Engaged,0,2018-02-01
724139,Ontario,Male,Bachelor,54514.0,Divorced,Nova,7126.47,Standard,48,Engaged,4,2014-12-01
724168,Ontario,Female,College,67178.0,Married,Star,2374.81,Standard,22,Engaged,1,2017-01-01
724222,Alberta,Female,Bachelor,79727.0,Married,Nova,2799.75,Standard,30,Engaged,2,2016-02-01
724272,Quebec,Male,Bachelor,99444.0,Married,Nova,2759.98,Standard,39,Engaged,6,2012-10-01
724378,Ontario,Male,Bachelor,53465.0,Single,Nova,4170.69,Standard,30,Engaged,4,2014-12-01
724414,Ontario,Female,Bachelor,49778.0,Divorced,Nova,5272.93,Standard,37,Engaged,2,2016-11-01
724424,British Columbia,Female,Bachelor,55552.0,Married,Star,3677.78,Standard,42,Engaged,6,2012-07-01
724435,Quebec,Male,Bachelor,73135.0,Single,Star,2674.73,Standard,30,Engaged,2,2016-07-01
724510,Quebec,Male,Bachelor,50870.0,Single,Star,4996.56,Standard,3,Disengaged,0,2018-09-01
724513,Quebec,Male,Bachelor,63694.0,Married,Star,5906.94,Standard,10,Disengaged,0,2018-08-01
724599,British Columbia,Male,Doctor,211230.0,Married,Nova,4900.55,Standard,0,Disengaged,6,2012-04-01
724626,Ontario,Female,College,67178.0,Married,Star,6473.33,Standard,26,Engaged,1,2017-10-01
724660,British Columbia,Female,Bachelor,91567.0,Married,Star,5411.94,Standard,28,Engaged,6,2012-04-01
724720,British Columbia,Male,College,66801.5,Single,Star,4713.4,Standard,42,Engaged,4,2014-10-01
724723,Ontario,Male,College,66801.5,Single,Nova,3028.78,Standard,20,Disengaged,1,2017-06-01
724781,Alberta,Female,Bachelor,56193.0,Divorced,Nova,33473.35,Standard,37,Engaged,5,2013-02-01
724818,Ontario,Male,Bachelor,78196.0,Married,Aurora,5233.99,Standard,39,Engaged,3,2015-02-01
724987,New Brunswick,Female,Bachelor,50137.0,Married,Star,2615.3,Standard,37,Engaged,1,2017-07-01
724989,British Columbia,Male,Bachelor,48760.0,Married,Star,7094.17,Standard,43,Engaged,5,2013-05-01
725004,Quebec,Female,Bachelor,64322.0,Divorced,Nova,11121.62,2018 Promotion,46,Engaged,0,2018-02-01
725086,Ontario,Male,Bachelor,87951.0,Divorced,Aurora,7887.96,Standard,32,Engaged,1,2017-05-01
725100,Ontario,Male,High School or Below,80919.0,Single,Star,2453.57,Standard,30,Engaged,4,2014-08-01
725120,Ontario,Male,Bachelor,52233.0,Divorced,Aurora,12904.94,Standard,46,Engaged,3,2015-11-01
725129,British Columbia,Male,Doctor,221857.0,Married,Aurora,8257.67,Standard,34,Engaged,4,2014-08-01
725182,Ontario,Male,Bachelor,96953.0,Married,Aurora,7255.95,Standard,31,Engaged,5,2013-12-01
725294,Quebec,Male,Bachelor,76899.0,Married,Star,5627.3,Standard,36,Engaged,5,2013-09-01
725326,British Columbia,Female,College,67178.0,Married,Star,3272.01,Standard,47,Engaged,6,2012-07-01
725413,British Columbia,Female,Bachelor,85880.0,Married,Nova,9102.9,Standard,30,Engaged,5,2013-02-01
725510,Ontario,Female,Bachelor,76296.0,Divorced,Star,8084.85,Standard,29,Engaged,1,2017-05-01
725575,Manitoba,Female,Doctor,87398.0,Divorced,Star,3605.97,Standard,45,Engaged,6,2012-06-01
725580,Ontario,Female,Bachelor,71787.0,Married,Nova,5018.89,Standard,4,Disengaged,0,2018-09-01
725705,British Columbia,Male,Bachelor,65672.0,Divorced,Star,4794.93,Standard,33,Engaged,3,2015-03-01
725795,Ontario,Female,High School or Below,75820.0,Divorced,Star,10626.81,Standard,27,Engaged,5,2013-12-01
725807,Quebec,Male,Bachelor,75564.0,Married,Nova,3410.2,Standard,45,Engaged,2,2016-09-01
725835,Ontario,Female,Bachelor,55457.0,Married,Nova,16224.54,Standard,46,Engaged,4,2014-04-01
725962,British Columbia,Female,Bachelor,47638.0,Married,Aurora,10515.97,Standard,10,Disengaged,0,2018-08-01
726065,British Columbia,Female,Bachelor,59169.0,Married,Star,9816.53,Standard,45,Engaged,4,2014-07-01
726077,Ontario,Male,Bachelor,71421.0,Divorced,Star,2644.68,Standard,2,Disengaged,0,2018-09-01
726139,Alberta,Male,Bachelor,51359.0,Married,Nova,4821.42,Standard,42,Engaged,5,2013-09-01
726268,British Columbia,Male,Bachelor,57615.0,Married,Nova,12232.78,Standard,25,Engaged,2,2016-02-01
726309,Ontario,Male,College,66801.5,Married,Star,2563.58,Standard,11,Disengaged,0,2018-05-01
726499,British Columbia,Male,College,66801.5,Single,Star,13197.93,Standard,24,Engaged,2,2016-11-01
726544,Nova Scotia,Male,Bachelor,55513.0,Married,Aurora,9009.22,Standard,18,Disengaged,1,2017-08-01
726684,New Brunswick,Male,Master,123841.0,Married,Nova,7019.18,Standard,37,Engaged,3,2015-08-01
726688,Ontario,Male,Doctor,78165.0,Married,Aurora,11435.23,Standard,33,Engaged,2,2016-07-01
726701,Ontario,Female,Bachelor,99947.0,Married,Star,10536.08,Standard,41,Engaged,6,2012-05-01
726735,Ontario,Female,College,67178.0,Single,Nova,6870.61,Standard,25,Engaged,1,2017-05-01
726848,Manitoba,Male,Bachelor,87889.0,Married,Nova,7933.82,Standard,31,Engaged,5,2013-12-01
726873,New Brunswick,Male,High School or Below,61902.0,Single,Nova,28328.47,Standard,43,Engaged,3,2015-04-01
726932,Alberta,Male,College,66801.5,Single,Star,2150.18,Standard,34,Engaged,2,2016-06-01
726980,Quebec,Female,Bachelor,82481.0,Divorced,Aurora,8184.59,Standard,44,Engaged,0,2018-06-01
727047,Ontario,Female,College,67178.0,Single,Star,5849.32,Standard,6,Disengaged,0,2018-08-01
727095,British Columbia,Male,College,66801.5,Single,Star,8491.47,Standard,42,Engaged,1,2017-01-01
727175,Quebec,Male,High School or Below,44903.0,Married,Aurora,5253.49,Standard,39,Engaged,2,2016-01-01
727179,Ontario,Male,Bachelor,99050.0,Married,Star,2745.13,Standard,3,Disengaged,0,2018-10-01
727197,British Columbia,Female,High School or Below,75079.0,Divorced,Nova,4260.34,Standard,0,Disengaged,6,2012-04-01
727348,Ontario,Male,Bachelor,77624.0,Divorced,Nova,21590.44,Standard,32,Engaged,1,2017-04-01
727415,Manitoba,Male,College,66801.5,Single,Star,2393.92,Standard,46,Engaged,2,2016-07-01
727446,Ontario,Female,Bachelor,70557.0,Divorced,Star,4880.71,Standard,31,Engaged,2,2016-09-01
727497,Ontario,Female,Doctor,183847.0,Married,Nova,2784.91,Standard,22,Engaged,1,2017-04-01
727507,British Columbia,Male,College,66801.5,Single,Star,2452.36,Standard,18,Disengaged,1,2017-06-01
727573,British Columbia,Female,College,67178.0,Single,Aurora,19045.5,Standard,32,Engaged,3,2015-08-01
727595,Ontario,Female,Bachelor,56639.0,Single,Star,15488.43,Standard,27,Engaged,6,2012-07-01
727648,Ontario,Female,Bachelor,61809.0,Married,Nova,4282.95,Standard,40,Engaged,3,2015-04-01
727847,Ontario,Female,Bachelor,61262.0,Married,Star,12692.67,Standard,39,Engaged,6,2012-09-01
727873,Alberta,Female,College,67178.0,Single,Star,2064.46,Standard,17,Disengaged,0,2018-01-01
727952,Alberta,Female,Bachelor,49458.0,Married,Nova,4724.79,Standard,11,Disengaged,0,2018-05-01
728009,Alberta,Female,Bachelor,57521.0,Married,Aurora,34931.0,Standard,0,Disengaged,0,2018-06-01
728021,British Columbia,Male,Bachelor,85364.0,Married,Star,12741.85,Standard,37,Engaged,5,2013-12-01
728043,Quebec,Male,Bachelor,57385.0,Married,Star,4829.57,Standard,29,Engaged,1,2017-11-01
728085,Quebec,Male,Bachelor,73252.0,Single,Nova,2955.5,Standard,38,Engaged,4,2014-02-01
728135,Quebec,Male,College,66801.5,Married,Aurora,7469.15,Standard,13,Disengaged,6,2012-10-01
728228,Ontario,Female,Bachelor,77739.0,Single,Aurora,13776.74,Standard,32,Engaged,3,2015-04-01
728302,Ontario,Male,College,66801.5,Single,Aurora,14181.64,Standard,41,Engaged,3,2015-09-01
728386,Quebec,Male,College,66801.5,Single,Aurora,11836.3,Standard,3,Disengaged,0,2018-10-01
728486,Ontario,Female,College,67178.0,Married,Star,2563.86,Standard,32,Engaged,3,2015-04-01
728563,British Columbia,Male,Bachelor,73442.0,Married,Nova,2891.73,Standard,14,Disengaged,1,2017-11-01
728568,Quebec,Female,Bachelor,76521.0,Divorced,Nova,26338.59,Standard,51,Engaged,6,2012-08-01
728586,Ontario,Female,Bachelor,85758.0,Married,Aurora,5227.1,2018 Promotion,64,Engaged,0,2018-04-01
728655,British Columbia,Female,College,67178.0,Married,Star,4548.29,Standard,45,Engaged,4,2014-02-01
728679,Ontario,Male,Bachelor,56747.0,Married,Star,2599.29,Standard,47,Engaged,3,2015-08-01
728748,Quebec,Male,Bachelor,76137.0,Married,Aurora,5221.14,Standard,19,Disengaged,1,2017-11-01
728837,New Brunswick,Female,High School or Below,62283.0,Married,Nova,3508.57,Standard,37,Engaged,3,2015-01-01
729084,British Columbia,Female,Bachelor,91471.0,Married,Aurora,16699.46,Standard,40,Engaged,6,2012-08-01
729094,New Brunswick,Male,Bachelor,93549.0,Divorced,Aurora,5330.59,Standard,41,Engaged,3,2015-12-01
729154,Ontario,Male,Bachelor,84961.0,Single,Star,12341.83,Standard,39,Engaged,3,2015-09-01
729173,British Columbia,Male,Bachelor,66552.0,Married,Star,2548.84,Standard,36,Engaged,4,2014-07-01
729205,Alberta,Male,Doctor,222009.0,Married,Nova,7762.59,Standard,30,Engaged,2,2016-08-01
729293,British Columbia,Female,Bachelor,95967.0,Married,Nova,8685.92,Standard,42,Engaged,0,2018-06-01
729394,British Columbia,Female,Doctor,183910.0,Married,Star,8168.71,Standard,33,Engaged,2,2016-03-01
729418,Ontario,Male,Bachelor,84603.0,Married,Star,2895.21,Standard,5,Disengaged,0,2018-09-01
729444,Ontario,Female,Bachelor,90265.0,Married,Star,2551.23,Standard,15,Disengaged,0,2018-05-01
729518,Ontario,Male,Bachelor,47555.0,Divorced,Star,4953.09,Standard,31,Engaged,2,2016-08-01
729537,Ontario,Female,Bachelor,57461.0,Single,Star,11264.36,Standard,22,Engaged,6,2012-09-01
729561,Quebec,Female,Bachelor,19332.0,Divorced,Star,5308.29,2018 Promotion,76,Engaged,0,2018-02-01
729581,Yukon,Female,Bachelor,75700.0,Married,Star,5905.97,Standard,49,Engaged,5,2013-12-01
729677,Ontario,Female,Doctor,223427.0,Married,Aurora,6153.39,Standard,42,Engaged,3,2015-10-01
729752,Quebec,Male,Bachelor,78573.0,Divorced,Nova,4376.36,Standard,0,Disengaged,6,2012-05-01
729762,British Columbia,Female,Bachelor,83860.0,Married,Aurora,5059.99,2018 Promotion,32,Engaged,0,2018-03-01
730008,Ontario,Male,Bachelor,73525.0,Married,Aurora,6676.73,Standard,0,Disengaged,6,2012-09-01
730088,British Columbia,Female,Bachelor,77565.0,Married,Nova,4219.02,Standard,32,Engaged,5,2013-04-01
730214,Ontario,Male,Bachelor,46768.0,Divorced,Aurora,20936.33,Standard,31,Engaged,4,2014-07-01
730246,Ontario,Male,Bachelor,47349.0,Divorced,Star,2572.51,Standard,21,Engaged,0,2018-01-01
730370,British Columbia,Male,College,66801.5,Divorced,Star,16963.84,2018 Promotion,66,Engaged,0,2018-04-01
730388,Ontario,Male,College,66801.5,Single,Star,3907.03,Standard,49,Engaged,6,2012-05-01
730561,British Columbia,Female,College,67178.0,Married,Star,2480.39,Standard,11,Disengaged,0,2018-07-01
730641,Nova Scotia,Male,Bachelor,88134.0,Married,Star,5503.44,Standard,46,Engaged,4,2014-10-01
730715,New Brunswick,Female,Bachelor,51161.0,Single,Aurora,6852.36,Standard,60,Engaged,3,2015-01-01
730726,British Columbia,Male,College,66801.5,Single,Aurora,7952.84,Standard,34,Engaged,5,2013-11-01
730737,Quebec,Male,Doctor,178502.0,Married,Nova,5608.17,Standard,49,Engaged,3,2015-11-01
730742,Quebec,Female,Bachelor,49351.0,Married,Aurora,5070.35,Standard,28,Engaged,1,2017-12-01
730771,Saskatchewan,Female,College,67178.0,Single,Star,5313.47,Standard,39,Engaged,6,2012-06-01
730901,Saskatchewan,Male,Bachelor,77699.0,Married,Star,2885.33,Standard,3,Disengaged,0,2018-09-01
731001,Quebec,Female,Bachelor,67246.0,Single,Star,4913.12,Standard,15,Disengaged,1,2017-10-01
731160,British Columbia,Male,Bachelor,80927.0,Married,Star,4582.9,Standard,33,Engaged,5,2013-12-01
731238,British Columbia,Male,Bachelor,90168.0,Married,Nova,5544.91,Standard,34,Engaged,3,2015-11-01
731254,New Brunswick,Male,College,66801.5,Divorced,Star,2659.71,Standard,0,Disengaged,0,2018-09-01
731286,Nova Scotia,Male,Bachelor,94987.0,Single,Aurora,17776.82,Standard,0,Disengaged,6,2012-04-01
731373,New Brunswick,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,0,Disengaged,0,2018-11-01
731494,Quebec,Male,Bachelor,74568.0,Married,Star,3758.95,Standard,39,Engaged,3,2015-05-01
731510,Manitoba,Female,Master,92439.0,Married,Star,2174.11,Standard,43,Engaged,6,2012-09-01
731540,Alberta,Male,Doctor,239677.0,Single,Aurora,6554.22,Standard,33,Engaged,6,2012-04-01
731593,British Columbia,Female,Bachelor,55909.0,Married,Nova,4525.28,Standard,40,Engaged,4,2014-06-01
731696,British Columbia,Male,Bachelor,82675.0,Single,Nova,4118.59,Standard,30,Engaged,1,2017-08-01
731819,Quebec,Male,College,66801.5,Single,Nova,3288.66,Standard,49,Engaged,1,2017-04-01
731958,Ontario,Male,College,66801.5,Single,Star,2308.47,2018 Promotion,20,Disengaged,0,2018-02-01
732009,British Columbia,Female,Bachelor,102982.0,Married,Nova,5181.62,Standard,34,Engaged,5,2013-08-01
732013,Ontario,Female,Bachelor,90142.0,Married,Star,4361.37,Standard,40,Engaged,3,2015-09-01
732081,New Brunswick,Female,College,67178.0,Single,Star,7754.67,Standard,36,Engaged,4,2014-07-01
732113,Manitoba,Female,High School or Below,43650.0,Married,Star,2461.8,Standard,28,Engaged,1,2017-11-01
732144,Manitoba,Female,Bachelor,98418.0,Married,Nova,2837.11,Standard,34,Engaged,1,2017-03-01
732213,New Brunswick,Male,Doctor,154475.0,Married,Nova,26197.41,Standard,40,Engaged,1,2017-01-01
732231,Ontario,Male,Bachelor,76797.0,Married,Nova,21101.21,Standard,33,Engaged,3,2015-03-01
732304,Quebec,Male,Bachelor,82727.0,Married,Nova,5715.79,2018 Promotion,98,Engaged,0,2018-04-01
732362,Ontario,Female,Master,72558.0,Divorced,Star,4995.17,Standard,44,Engaged,6,2012-09-01
732368,Ontario,Male,Bachelor,75786.0,Married,Aurora,10541.11,Standard,47,Engaged,6,2012-08-01
732377,Ontario,Female,Bachelor,73032.0,Married,Nova,8571.48,Standard,4,Disengaged,0,2018-09-01
732488,Saskatchewan,Male,Doctor,236637.0,Married,Star,7613.05,Standard,46,Engaged,3,2015-12-01
732524,Nova Scotia,Female,Bachelor,60208.0,Married,Aurora,8586.8,Standard,38,Engaged,3,2015-08-01
732602,Ontario,Female,Bachelor,59169.0,Married,Star,9816.53,Standard,22,Engaged,1,2017-05-01
732606,British Columbia,Female,Bachelor,81682.0,Married,Star,8209.6,Standard,27,Engaged,5,2013-06-01
732694,Ontario,Male,College,66801.5,Divorced,Aurora,16468.22,Standard,29,Engaged,1,2017-07-01
732808,Quebec,Male,College,66801.5,Single,Nova,18708.76,Standard,54,Engaged,2,2016-10-01
